"FriendlyName","Name","Class","Status","InstanceId","HID"
"USB DISK 3.0 USB Device","USB DISK 3.0 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP\07190C73EC8DE198&0","USBSTOR\Disk________USB_DISK_3.0____PMAP"
"USB DISK 3.0 USB Device","USB DISK 3.0 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP\07190C73EC8DE198&0","USBSTOR\Disk________USB_DISK_3.0____"
"USB DISK 3.0 USB Device","USB DISK 3.0 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP\07190C73EC8DE198&0","USBSTOR\Disk________"
"USB DISK 3.0 USB Device","USB DISK 3.0 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP\07190C73EC8DE198&0","USBSTOR\________USB_DISK_3.0____P"
"USB DISK 3.0 USB Device","USB DISK 3.0 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP\07190C73EC8DE198&0","________USB_DISK_3.0____P"
"USB DISK 3.0 USB Device","USB DISK 3.0 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP\07190C73EC8DE198&0","USBSTOR\GenDisk"
"USB DISK 3.0 USB Device","USB DISK 3.0 USB Device","DiskDrive","Unknown","USBSTOR\DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP\07190C73EC8DE198&0","GenDisk"
"Volume","Volume","Volume","Unknown","STORAGE\VOLUME\_??_USBSTOR#DISK&VEN__USB&PROD__SANDISK_3.2GEN1&REV_1.00#04012F661212A3B2CB0CBA4A7051110B077A3781A27B1AA22A719F3A17748AC#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B}","STORAGE\Volume"
"Plug and Play Software Device Enumerator","Plug and Play Software Device Enumerator","System","OK","ROOT\SYSTEM\0000","ROOT\SWENUM"
"Generic Access Profile","Generic Access Profile","Bluetooth","OK","BTHLEDEVICE\{00001800-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280\8&1AA6D1C1&0&0001","BTHLEDevice\{00001800-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b369_REV&0007"
"Generic Access Profile","Generic Access Profile","Bluetooth","OK","BTHLEDEVICE\{00001800-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280\8&1AA6D1C1&0&0001","BTHLEDevice\{00001800-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b369"
"Generic Access Profile","Generic Access Profile","Bluetooth","OK","BTHLEDEVICE\{00001800-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280\8&1AA6D1C1&0&0001","BTHLEDevice\{00001800-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
"E7 Hands-Free","E7 Hands-Free","MEDIA","OK","BTHHFENUM\BTHHFPAUDIO\8&37FE8E60&0&97","BTHHFENUM\BthHFPAudio"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{00010000-0000-1000-8000-011F2000046D}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280\8&1AA6D1C1&0&004C","BTHLEDevice\{00010000-0000-1000-8000-011f2000046d}_Dev_VID&02046d_PID&b369_REV&0007"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{00010000-0000-1000-8000-011F2000046D}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280\8&1AA6D1C1&0&004C","BTHLEDevice\{00010000-0000-1000-8000-011f2000046d}_Dev_VID&02046d_PID&b369"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{00010000-0000-1000-8000-011F2000046D}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280\8&1AA6D1C1&0&004C","BTHLEDevice\{00010000-0000-1000-8000-011f2000046d}_LOCALMFG&0002"
"Remote Desktop Device Redirector Bus","Remote Desktop Device Redirector Bus","System","OK","ROOT\RDPBUS\0000","ROOT\RDPBUS"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_046D&PID_C534&MI_01&COL02\8&2562B3F7&0&0001","HID\VID_046D&PID_C534&REV_2901&MI_01&Col02"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_046D&PID_C534&MI_01&COL02\8&2562B3F7&0&0001","HID\VID_046D&PID_C534&MI_01&Col02"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_046D&PID_C534&MI_01&COL02\8&2562B3F7&0&0001","HID\VID_046D&UP:000C_U:0001"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_046D&PID_C534&MI_01&COL02\8&2562B3F7&0&0001","HID_DEVICE_SYSTEM_CONSUMER"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_046D&PID_C534&MI_01&COL02\8&2562B3F7&0&0001","HID_DEVICE_UP:000C_U:0001"
"HID-compliant consumer control device","HID-compliant consumer control device","HIDClass","Unknown","HID\VID_046D&PID_C534&MI_01&COL02\8&2562B3F7&0&0001","HID_DEVICE"
"Generic Access Profile","Generic Access Profile","Bluetooth","OK","BTHLEDEVICE\{00001800-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B034_REV&0003_D0EEF6C87894\8&1D214379&0&0001","BTHLEDevice\{00001800-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b034_REV&0003"
"Generic Access Profile","Generic Access Profile","Bluetooth","OK","BTHLEDEVICE\{00001800-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B034_REV&0003_D0EEF6C87894\8&1D214379&0&0001","BTHLEDevice\{00001800-0000-1000-8000-00805f9b34fb}_Dev_VID&02046d_PID&b034"
"Generic Access Profile","Generic Access Profile","Bluetooth","OK","BTHLEDEVICE\{00001800-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B034_REV&0003_D0EEF6C87894\8&1D214379&0&0001","BTHLEDevice\{00001800-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
"E7","E7","MEDIA","OK","BTHENUM\{0000110B-0000-1000-8000-00805F9B34FB}_LOCALMFG&0002\7&B265E0C&0&FC58FA783748_C00000000","BTHENUM\{0000110b-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
"Microsoft Virtual Disk","Microsoft Virtual Disk","DiskDrive","Unknown","SCSI\DISK&VEN_MSFT&PROD_VIRTUAL_DISK\2&1F4ADFFE&0&000001","SCSI\DiskMsft____Virtual_Disk____1.0_"
"Microsoft Virtual Disk","Microsoft Virtual Disk","DiskDrive","Unknown","SCSI\DISK&VEN_MSFT&PROD_VIRTUAL_DISK\2&1F4ADFFE&0&000001","SCSI\DiskMsft____Virtual_Disk____"
"Microsoft Virtual Disk","Microsoft Virtual Disk","DiskDrive","Unknown","SCSI\DISK&VEN_MSFT&PROD_VIRTUAL_DISK\2&1F4ADFFE&0&000001","SCSI\DiskMsft____"
"Microsoft Virtual Disk","Microsoft Virtual Disk","DiskDrive","Unknown","SCSI\DISK&VEN_MSFT&PROD_VIRTUAL_DISK\2&1F4ADFFE&0&000001","SCSI\Msft____Virtual_Disk____1"
"Microsoft Virtual Disk","Microsoft Virtual Disk","DiskDrive","Unknown","SCSI\DISK&VEN_MSFT&PROD_VIRTUAL_DISK\2&1F4ADFFE&0&000001","Msft____Virtual_Disk____1"
"Microsoft Virtual Disk","Microsoft Virtual Disk","DiskDrive","Unknown","SCSI\DISK&VEN_MSFT&PROD_VIRTUAL_DISK\2&1F4ADFFE&0&000001","GenDisk"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{00010000-0000-1000-8000-011F2000046D}_DEV_VID&02046D_PID&B034_REV&0003_D0EEF6C87894\8&1D214379&0&0043","BTHLEDevice\{00010000-0000-1000-8000-011f2000046d}_Dev_VID&02046d_PID&b034_REV&0003"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{00010000-0000-1000-8000-011F2000046D}_DEV_VID&02046D_PID&B034_REV&0003_D0EEF6C87894\8&1D214379&0&0043","BTHLEDevice\{00010000-0000-1000-8000-011f2000046d}_Dev_VID&02046d_PID&b034"
"Bluetooth LE Generic Attribute Service","Bluetooth LE Generic Attribute Service","Bluetooth","OK","BTHLEDEVICE\{00010000-0000-1000-8000-011F2000046D}_DEV_VID&02046D_PID&B034_REV&0003_D0EEF6C87894\8&1D214379&0&0043","BTHLEDevice\{00010000-0000-1000-8000-011f2000046d}_LOCALMFG&0002"
"EMBERTON","EMBERTON","MEDIA","OK","BTHENUM\{0000110B-0000-1000-8000-00805F9B34FB}_LOCALMFG&0002\7&B265E0C&0&0421446BBFFB_C00000000","BTHENUM\{0000110b-0000-1000-8000-00805f9b34fb}_LOCALMFG&0002"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL03\7&1606C980&0&0002","HID\VID_046D&PID_C52B&REV_2411&MI_02&Col03"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL03\7&1606C980&0&0002","HID\VID_046D&PID_C52B&MI_02&Col03"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL03\7&1606C980&0&0002","HID\VID_046D&UP:FF00_U:0004"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL03\7&1606C980&0&0002","HID_DEVICE_UP:FF00_U:0004"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL03\7&1606C980&0&0002","HID_DEVICE_UPR:FF00-FFFF"
"HID-compliant vendor-defined device","HID-compliant vendor-defined device","HIDClass","Unknown","HID\VID_046D&PID_C52B&MI_02&COL03\7&1606C980&0&0002","HID_DEVICE"
"NVIDIA High Definition Audio","NVIDIA High Definition Audio","MEDIA","OK","HDAUDIO\FUNC_01&VEN_10DE&DEV_001C&SUBSYS_103C102F&REV_1001\5&4780CCF&0&0001","HDAUDIO\FUNC_01&VEN_10DE&DEV_001C&SUBSYS_103C102F&REV_1001"
"NVIDIA High Definition Audio","NVIDIA High Definition Audio","MEDIA","OK","HDAUDIO\FUNC_01&VEN_10DE&DEV_001C&SUBSYS_103C102F&REV_1001\5&4780CCF&0&0001","HDAUDIO\FUNC_01&VEN_10DE&DEV_001C&SUBSYS_103C102F"
"NVIDIA High Definition Audio","NVIDIA High Definition Audio","MEDIA","OK","HDAUDIO\FUNC_01&VEN_10DE&DEV_0072&SUBSYS_10281190&REV_1001\5&15FAED40&0&0001","HDAUDIO\FUNC_01&VEN_10DE&DEV_0072&SUBSYS_10281190&REV_1001"
"NVIDIA High Definition Audio","NVIDIA High Definition Audio","MEDIA","OK","HDAUDIO\FUNC_01&VEN_10DE&DEV_0072&SUBSYS_10281190&REV_1001\5&15FAED40&0&0001","HDAUDIO\FUNC_01&VEN_10DE&DEV_0072&SUBSYS_10281190"
"EMBERTON","EMBERTON","Bluetooth","OK","BTHENUM\DEV_0421446BBFFB\7&B265E0C&0&BLUETOOTHDEVICE_0421446BBFFB","BTHENUM\Dev_0421446BBFFB"
"High Definition Audio Controller","High Definition Audio Controller","System","OK","PCI\VEN_10DE&DEV_0E08&SUBSYS_102F103C&REV_A1\4&A9E70BA&0&01E5","PCI\VEN_10DE&DEV_0E08&SUBSYS_102F103C&REV_A1"
"High Definition Audio Controller","High Definition Audio Controller","System","OK","PCI\VEN_10DE&DEV_0E08&SUBSYS_102F103C&REV_A1\4&A9E70BA&0&01E5","PCI\VEN_10DE&DEV_0E08&SUBSYS_102F103C"
"High Definition Audio Controller","High Definition Audio Controller","System","OK","PCI\VEN_10DE&DEV_0E08&SUBSYS_102F103C&REV_A1\4&A9E70BA&0&01E5","PCI\VEN_10DE&DEV_0E08&CC_040300"
"High Definition Audio Controller","High Definition Audio Controller","System","OK","PCI\VEN_10DE&DEV_0E08&SUBSYS_102F103C&REV_A1\4&A9E70BA&0&01E5","PCI\VEN_10DE&DEV_0E08&CC_0403"
"High Definition Audio Controller","High Definition Audio Controller","System","OK","PCI\VEN_10DE&DEV_0FBA&SUBSYS_11901028&REV_A1\4&AF64B88&0&0100","PCI\VEN_10DE&DEV_0FBA&SUBSYS_11901028&REV_A1"
"High Definition Audio Controller","High Definition Audio Controller","System","OK","PCI\VEN_10DE&DEV_0FBA&SUBSYS_11901028&REV_A1\4&AF64B88&0&0100","PCI\VEN_10DE&DEV_0FBA&SUBSYS_11901028"
"High Definition Audio Controller","High Definition Audio Controller","System","OK","PCI\VEN_10DE&DEV_0FBA&SUBSYS_11901028&REV_A1\4&AF64B88&0&0100","PCI\VEN_10DE&DEV_0FBA&CC_040300"
"High Definition Audio Controller","High Definition Audio Controller","System","OK","PCI\VEN_10DE&DEV_0FBA&SUBSYS_11901028&REV_A1\4&AF64B88&0&0100","PCI\VEN_10DE&DEV_0FBA&CC_0403"
"NVIDIA NVS 315","NVIDIA NVS 315","Display","Error","PCI\VEN_10DE&DEV_107C&SUBSYS_102F103C&REV_A1\4&A9E70BA&0&00E5","PCI\VEN_10DE&DEV_107C&SUBSYS_102F103C&REV_A1"
"NVIDIA NVS 315","NVIDIA NVS 315","Display","Error","PCI\VEN_10DE&DEV_107C&SUBSYS_102F103C&REV_A1\4&A9E70BA&0&00E5","PCI\VEN_10DE&DEV_107C&SUBSYS_102F103C"
"NVIDIA NVS 315","NVIDIA NVS 315","Display","Error","PCI\VEN_10DE&DEV_107C&SUBSYS_102F103C&REV_A1\4&A9E70BA&0&00E5","PCI\VEN_10DE&DEV_107C&CC_030000"
"NVIDIA NVS 315","NVIDIA NVS 315","Display","Error","PCI\VEN_10DE&DEV_107C&SUBSYS_102F103C&REV_A1\4&A9E70BA&0&00E5","PCI\VEN_10DE&DEV_107C&CC_0300"
"NVIDIA Quadro M2000","NVIDIA Quadro M2000","Display","OK","PCI\VEN_10DE&DEV_1430&SUBSYS_11901028&REV_A1\4&AF64B88&0&0000","PCI\VEN_10DE&DEV_1430&SUBSYS_11901028&REV_A1"
"NVIDIA Quadro M2000","NVIDIA Quadro M2000","Display","OK","PCI\VEN_10DE&DEV_1430&SUBSYS_11901028&REV_A1\4&AF64B88&0&0000","PCI\VEN_10DE&DEV_1430&SUBSYS_11901028"
"NVIDIA Quadro M2000","NVIDIA Quadro M2000","Display","OK","PCI\VEN_10DE&DEV_1430&SUBSYS_11901028&REV_A1\4&AF64B88&0&0000","PCI\VEN_10DE&DEV_1430&CC_030000"
"NVIDIA Quadro M2000","NVIDIA Quadro M2000","Display","OK","PCI\VEN_10DE&DEV_1430&SUBSYS_11901028&REV_A1\4&AF64B88&0&0000","PCI\VEN_10DE&DEV_1430&CC_0300"
"Intel(R) Ethernet Connection (5) I219-LM","Intel(R) Ethernet Connection (5) I219-LM","Net","OK","PCI\VEN_8086&DEV_15E3&SUBSYS_07381028&REV_00\3&11583659&0&FE","PCI\VEN_8086&DEV_15E3&SUBSYS_07381028&REV_00"
"Intel(R) Ethernet Connection (5) I219-LM","Intel(R) Ethernet Connection (5) I219-LM","Net","OK","PCI\VEN_8086&DEV_15E3&SUBSYS_07381028&REV_00\3&11583659&0&FE","PCI\VEN_8086&DEV_15E3&SUBSYS_07381028"
"Intel(R) Ethernet Connection (5) I219-LM","Intel(R) Ethernet Connection (5) I219-LM","Net","OK","PCI\VEN_8086&DEV_15E3&SUBSYS_07381028&REV_00\3&11583659&0&FE","PCI\VEN_8086&DEV_15E3&CC_020000"
"Intel(R) Ethernet Connection (5) I219-LM","Intel(R) Ethernet Connection (5) I219-LM","Net","OK","PCI\VEN_8086&DEV_15E3&SUBSYS_07381028&REV_00\3&11583659&0&FE","PCI\VEN_8086&DEV_15E3&CC_0200"
"Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2014","Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2014","System","OK","PCI\VEN_8086&DEV_2014&SUBSYS_07381028&REV_04\3&11583659&0&40","PCI\VEN_8086&DEV_2014&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2014","Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2014","System","OK","PCI\VEN_8086&DEV_2014&SUBSYS_07381028&REV_04\3&11583659&0&40","PCI\VEN_8086&DEV_2014&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2014","Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2014","System","OK","PCI\VEN_8086&DEV_2014&SUBSYS_07381028&REV_04\3&11583659&0&40","PCI\VEN_8086&DEV_2014&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2014","Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2014","System","OK","PCI\VEN_8086&DEV_2014&SUBSYS_07381028&REV_04\3&11583659&0&40","PCI\VEN_8086&DEV_2014&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2015","Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2015","System","OK","PCI\VEN_8086&DEV_2015&SUBSYS_07381028&REV_04\3&11583659&0&41","PCI\VEN_8086&DEV_2015&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2015","Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2015","System","OK","PCI\VEN_8086&DEV_2015&SUBSYS_07381028&REV_04\3&11583659&0&41","PCI\VEN_8086&DEV_2015&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2015","Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2015","System","OK","PCI\VEN_8086&DEV_2015&SUBSYS_07381028&REV_04\3&11583659&0&41","PCI\VEN_8086&DEV_2015&CC_110100"
"Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2015","Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2015","System","OK","PCI\VEN_8086&DEV_2015&SUBSYS_07381028&REV_04\3&11583659&0&41","PCI\VEN_8086&DEV_2015&CC_1101"
"Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2016","Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2016","System","OK","PCI\VEN_8086&DEV_2016&SUBSYS_07381028&REV_04\3&11583659&0&42","PCI\VEN_8086&DEV_2016&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2016","Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2016","System","OK","PCI\VEN_8086&DEV_2016&SUBSYS_07381028&REV_04\3&11583659&0&42","PCI\VEN_8086&DEV_2016&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2016","Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2016","System","OK","PCI\VEN_8086&DEV_2016&SUBSYS_07381028&REV_04\3&11583659&0&42","PCI\VEN_8086&DEV_2016&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2016","Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2016","System","OK","PCI\VEN_8086&DEV_2016&SUBSYS_07381028&REV_04\3&11583659&0&42","PCI\VEN_8086&DEV_2016&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_00000000&REV_04\3&3AA59A3&0&B8","PCI\VEN_8086&DEV_2018&SUBSYS_00000000&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_00000000&REV_04\3&3AA59A3&0&B8","PCI\VEN_8086&DEV_2018&SUBSYS_00000000"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_00000000&REV_04\3&3AA59A3&0&B8","PCI\VEN_8086&DEV_2018&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_00000000&REV_04\3&3AA59A3&0&B8","PCI\VEN_8086&DEV_2018"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_00000000&REV_04\3&3AA59A3&0&B8","PCI\VEN_8086&DEV_2018&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_00000000&REV_04\3&3AA59A3&0&B8","PCI\VEN_8086&DEV_2018&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04\3&3AA59A3&0&A8","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04\3&3AA59A3&0&A8","PCI\VEN_8086&DEV_2018&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04\3&3AA59A3&0&A8","PCI\VEN_8086&DEV_2018&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04\3&3AA59A3&0&A8","PCI\VEN_8086&DEV_2018&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04\3&3AA59A3&0&B0","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04\3&3AA59A3&0&B0","PCI\VEN_8086&DEV_2018&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04\3&3AA59A3&0&B0","PCI\VEN_8086&DEV_2018&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04\3&3AA59A3&0&B0","PCI\VEN_8086&DEV_2018&CC_0880"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04\3&3AA59A3&0&B4","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04\3&3AA59A3&0&B4","PCI\VEN_8086&DEV_2018&SUBSYS_07381028"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04\3&3AA59A3&0&B4","PCI\VEN_8086&DEV_2018&CC_088000"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System","OK","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04\3&3AA59A3&0&B4","PCI\VEN_8086&DEV_2018&CC_0880"
"Intel(R) Volume Management Device NVMe RAID Controller","Intel(R) Volume Management Device NVMe RAID Controller","SCSIAdapter","OK","PCI\VEN_8086&DEV_201D&SUBSYS_07381028&REV_04\3&3AA59A3&0&2D","PCI\VEN_8086&DEV_201D&SUBSYS_07381028&REV_04"
"Intel(R) Volume Management Device NVMe RAID Controller","Intel(R) Volume Management Device NVMe RAID Controller","SCSIAdapter","OK","PCI\VEN_8086&DEV_201D&SUBSYS_07381028&REV_04\3&3AA59A3&0&2D","PCI\VEN_8086&DEV_201D&SUBSYS_07381028"
"Intel(R) Volume Management Device NVMe RAID Controller","Intel(R) Volume Management Device NVMe RAID Controller","SCSIAdapter","OK","PCI\VEN_8086&DEV_201D&SUBSYS_07381028&REV_04\3&3AA59A3&0&2D","PCI\VEN_8086&DEV_201D&CC_010400"
"Intel(R) Volume Management Device NVMe RAID Controller","Intel(R) Volume Management Device NVMe RAID Controller","SCSIAdapter","OK","PCI\VEN_8086&DEV_201D&SUBSYS_07381028&REV_04\3&3AA59A3&0&2D","PCI\VEN_8086&DEV_201D&CC_0104"
"Intel(R) Xeon(R) processor P family/Core i7 DMI3 Port - 2020","Intel(R) Xeon(R) processor P family/Core i7 DMI3 Port - 2020","System","OK","PCI\VEN_8086&DEV_2020&SUBSYS_07381028&REV_04\3&11583659&0&00","PCI\VEN_8086&DEV_2020&SUBSYS_07381028&REV_04"
"Intel(R) Xeon(R) processor P family/Core i7 DMI3 Port - 2020","Intel(R) Xeon(R) processor P family/Core i7 DMI3 Port - 2020","System","OK","PCI\VEN_8086&DEV_2020&SUBSYS_07381028&REV_04\3&11583659&0&00","PCI\VEN_8086&DEV_2020&SUBSYS_07381028"
